NTD ID,Agency Name,Primary Mode Served,Facility ID,Facility Type,Facility Name,Street Address,City,State,ZIP Code,Latitude,Longitude, Square Feet ,Section of a Larger Facility,Year Built or Reconstructed as New,full_address,County,Category,Definition
1,King County Department of Metro Transit,Streetcar Rail,1849,Simple At-Grade Platform Station,"FHSC: S JACKSON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S, C SIDE",S Jackson and Occidental Ave S,Seattle,WA,98104,47.59921,-122.3335,"1,584",0,2014,"S Jackson and Occidental Ave S, Seattle, WA ,98104.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1850,Simple At-Grade Platform Station,"FHSC: S JACKSON ST BETWEEN 5TH AVE S AND 6TH AVE S, C SIDE",S Jackson and 6th Ave S,Seattle,WA,98104,47.5992,-122.3271,"3,048",0,2014,"S Jackson and 6th Ave S, Seattle, WA ,98104.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1851,Simple At-Grade Platform Station,"FHSC: S JACKSON ST BETWEEN 7TH AVE S AND 8TH AVE S, C SIDE",S Jackson and 8th Ave S,Seattle,WA,98104,47.5992,-122.3233,"1,356",0,2014,"S Jackson and 8th Ave S, Seattle, WA ,98104.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1852,Simple At-Grade Platform Station,"FHSC: S JACKSON ST BETWEEN 12TH AVE S AND 14TH AVE S, C SIDE",S Jackson and 14th Ave S,Seattle,WA,98144,47.59921,-122.3157,"1,044",0,2014,"S Jackson and 14th Ave S, Seattle, WA ,98144.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1853,Simple At-Grade Platform Station,"FHSC: 14TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST, C SIDE",14th Ave S and S Main St,Seattle,WA,98144,47.60063,-122.3142,"1,056",0,2014,"14th Ave S and S Main St, Seattle, WA ,98144.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1854,Simple At-Grade Platform Station,"FHSC: E YESLER WAY BETWEEN BROADWAY AND 10TH AVE, S SIDE",E Yesler Way and Broadway,Seattle,WA,98122,47.60165,-122.3201,804,0,2014,"E Yesler Way and Broadway, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1855,Simple At-Grade Platform Station,"FHSC: E YESLER WAY BETWEEN BROADWAY AND 10TH AVE, N SIDE",E Yesler Way and Broadway,Seattle,WA,98122,47.60176,-122.3202,600,0,2014,"E Yesler Way and Broadway, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1856,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN TERRACE ST AND JEFFERSON ST, E SIDE",Broadway and Jefferson St,Seattle,WA,98122,47.60546,-122.3207,690,0,2014,"Broadway and Jefferson St, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1857,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN BOYLSTON AVE AND MARION ST, W SIDE",Broadway and Marion St,Seattle,WA,98122,47.60979,-122.3209,540,0,2014,"Broadway and Marion St, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1858,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN BOYLSTON AVE AND MARION ST, E SIDE",Broadway and Marion St,Seattle,WA,98122,47.60985,-122.3207,600,0,2014,"Broadway and Marion St, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1859,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN E PIKE ST AND E PINE ST, W SIDE",Broadway and E Pine St,Seattle,WA,98122,47.61432,-122.3209,720,0,2014,"Broadway and E Pine St, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1860,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN E PIKE ST AND E PINE ST, E SIDE",Broadway and E Pine St,Seattle,WA,98122,47.61506,-122.3208,520,0,2014,"Broadway and E Pine St, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1861,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN E HOWELL ST AND E DENNY WAY, W SIDE",Broadway and E Denny Way,Seattle,WA,98122,47.61801,-122.321,875,0,2014,"Broadway and E Denny Way, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1862,Simple At-Grade Platform Station,"FHSC: BROADWAY BETWEEN BOREN AVE AND TERRACE ST, W SIDE",Broadway and Boren Ave,Seattle,WA,98122,47.60497,-122.3209,868,0,2014,"Broadway and Boren Ave, Seattle, WA ,98122.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1863,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN OLIVE WAY AND STEWART ST, E SIDE",Westlake Ave and Stewart St,Seattle,WA,98101,47.61298,-122.3373,"2,728",0,2007,"Westlake Ave and Stewart St, Seattle, WA ,98101.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1864,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN VIRGINIA ST AND 7TH AVE, W SIDE",Westlake Ave and 7th Ave,Seattle,WA,98121,47.61492,-122.3379,"1,100",0,2007,"Westlake Ave and 7th Ave, Seattle, WA ,98121.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1865,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE, E SIDE",Westlake Ave and 8th Ave,Seattle,WA,98121,47.61559,-122.3378,"1,106",0,2007,"Westlake Ave and 8th Ave, Seattle, WA ,98121.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1866,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN BLANCHARD ST AND 9TH AVE, W SIDE",Westlake Ave and 9th Ave,Seattle,WA,98121,47.61794,-122.3385,"1,750",0,2007,"Westlake Ave and 9th Ave, Seattle, WA ,98121.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1867,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE BETWEEN BLANCHARD ST AND 9TH AVE, E SIDE",Westlake Ave and 9th Ave,Seattle,WA,98121,47.61825,-122.3383,"1,782",0,2007,"Westlake Ave and 9th Ave, Seattle, WA ,98121.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1868,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST, W SIDE",Westlake Ave N and Harrison St,Seattle,WA,98109,47.62147,-122.3386,"2,124",0,2007,"Westlake Ave N and Harrison St, Seattle, WA ,98109.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1869,Simple At-Grade Platform Station,"SLU: TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST, W SIDE",Terry Ave N and Thomas St,Seattle,WA,98109,47.62135,-122.3373,600,0,2007,"Terry Ave N and Thomas St, Seattle, WA ,98109.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1870,Simple At-Grade Platform Station,"SLU: WESTLAKE AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST, W SIDE",Westlake Ave N and Mercer St,Seattle,WA,98109,47.62407,-122.3386,"1,032",0,2007,"Westlake Ave N and Mercer St, Seattle, WA ,98109.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1871,Simple At-Grade Platform Station,"SLU: TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST, W SIDE",Terry Ave N and Mercer St,Seattle,WA,98109,47.62342,-122.3371,864,0,2007,"Terry Ave N and Mercer St, Seattle, WA ,98109.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1872,Simple At-Grade Platform Station,"SLU: VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD, N SIDE",Valley St and Lake Union Park Access Rd,Seattle,WA,98109,47.62583,-122.3364,860,0,2007,"Valley St and Lake Union Park Access Rd, Seattle, WA ,98109.0",King County,6,Modern Streetcar
1,King County Department of Metro Transit,Streetcar Rail,1873,Simple At-Grade Platform Station,"SLU: FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST, C SIDE",Fairview Ave N and Ward St,Seattle,WA,98109,47.62758,-122.3324,"1,220",0,2007,"Fairview Ave N and Ward St, Seattle, WA ,98109.0",King County,6,Modern Streetcar
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10141,At-Grade Fixed Guideway Station,Beaverton Central MAX Station,Beaverton Central MAX Station,Beaverton,OR,97005,45.490411,-122.807078,"5,060",0,1998,"Beaverton Central MAX Station, Beaverton, OR ,97005.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10142,At-Grade Fixed Guideway Station,Beaverton Creek MAX Station,Beaverton Creek MAX Station,Beaverton,OR,97003,45.500376,-122.832926,"3,608",0,1998,"Beaverton Creek MAX Station, Beaverton, OR ,97003.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10144,At-Grade Fixed Guideway Station,Beaverton TC MAX Station,Beaverton TC MAX Station,Beaverton,OR,97005,45.49146,-122.801626,"7,655",0,1998,"Beaverton TC MAX Station, Beaverton, OR ,97005.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10145,At-Grade Fixed Guideway Station,Cascades MAX Station,Cascades MAX Station,Portland,OR,97220,45.572344,-122.558124,"2,720",0,2001,"Cascades MAX Station, Portland, OR ,97220.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10148,At-Grade Fixed Guideway Station,Civic Drive MAX Station,Civic Drive MAX Station,Gresham,OR,97030,45.508185,-122.441543,"5,328",0,2010,"Civic Drive MAX Station, Gresham, OR ,97030.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10150,At-Grade Fixed Guideway Station,Clackamas Town Center TC MAX Station,Clackamas Town Center TC MAX Station,Clackamas,OR,97086,45.435711,-122.56776,"5,400",0,2009,"Clackamas Town Center TC MAX Station, Clackamas, OR ,97086.0",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10151,At-Grade Fixed Guideway Station,Cleveland Ave MAX Station,Cleveland Ave MAX Station,Gresham,OR,97030,45.501662,-122.417899,"6,208",0,1986,"Cleveland Ave MAX Station, Gresham, OR ,97030.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10153,At-Grade Fixed Guideway Station,Clinton St/SE 12th Ave MAX Station,Clinton St/SE 12th Ave MAX Station,Portland,OR,97202,45.502764,-122.653222,"3,604",0,1998,"Clinton St/SE 12th Ave MAX Station, Portland, OR ,97202.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10154,Exclusive Platform Station,Delta Park/Vanport MAX Station,Delta Park/Vanport MAX Station,Portland,OR,97217,45.596241,-122.685702,"5,790",0,2004,"Delta Park/Vanport MAX Station, Portland, OR ,97217.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10159,At-Grade Fixed Guideway Station,Elmonica/SW 170th Ave MAX Station,Elmonica/SW 170th Ave MAX Station,Beaverton,OR,97003,45.510018,-122.851452,"3,967",0,1998,"Elmonica/SW 170th Ave MAX Station, Beaverton, OR ,97003.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10161,At-Grade Fixed Guideway Station,Expo Center MAX Station,Expo Center MAX Station,Portland,OR,97217,45.605764,-122.685588,"5,420",0,2004,"Expo Center MAX Station, Portland, OR ,97217.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10163,At-Grade Fixed Guideway Station,Fair Complex/Hillsboro Airport MAX Station,Fair Complex/Hillsboro Airport MAX Station,Hillsboro,OR,97124,45.52689,-122.947105,"5,880",0,1998,"Fair Complex/Hillsboro Airport MAX Station, Hillsboro, OR ,97124.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10165,At-Grade Fixed Guideway Station,Gateway/NE 99th Ave TC MAX Station,Gateway/NE 99th Ave TC MAX Station,Portland,OR,97220,45.530901,-122.563687,"11,640",0,2001,"Gateway/NE 99th Ave TC MAX Station, Portland, OR ,97220.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10168,At-Grade Fixed Guideway Station,Gresham Central TC MAX Station,Gresham Central TC MAX Station,Gresham,OR,97030,45.502663,-122.427069,"7,203",0,1986,"Gresham Central TC MAX Station, Gresham, OR ,97030.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10169,At-Grade Fixed Guideway Station,Gresham City Hall MAX Station,Gresham City Hall MAX Station,Gresham,OR,97030,45.505881,-122.436042,"7,128",0,2017,"Gresham City Hall MAX Station, Gresham, OR ,97030.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10174,At-Grade Fixed Guideway Station,Hatfield Government Center MAX Station,Hatfield Government Center MAX Station,Hillsboro,OR,97123,45.522191,-122.991054,"10,830",0,1998,"Hatfield Government Center MAX Station, Hillsboro, OR ,97123.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10175,At-Grade Fixed Guideway Station,Hawthorn Farm MAX Station,Hawthorn Farm MAX Station,Hillsboro,OR,97124,45.529985,-122.93075,"4,300",0,1998,"Hawthorn Farm MAX Station, Hillsboro, OR ,97124.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10179,At-Grade Fixed Guideway Station,Hollywood/NE 42nd Ave TC MAX Station,Hollywood/NE 42nd Ave TC MAX Station,Portland,OR,97232,45.532888,-122.621118,"4,313",0,1986,"Hollywood/NE 42nd Ave TC MAX Station, Portland, OR ,97232.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10181,At-Grade Fixed Guideway Station,Lents/SE Foster Rd MAX Station,Lents/SE Foster Rd MAX Station,Portland,OR,97266,45.480543,-122.566789,"4,006",0,2009,"Lents/SE Foster Rd MAX Station, Portland, OR ,97266.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10184,At-Grade Fixed Guideway Station,Merlo Rd/SW 158th Ave MAX Station,Merlo Rd/SW 158th Ave MAX Station,Beaverton,OR,97003,45.505233,-122.842152,"4,200",0,1998,"Merlo Rd/SW 158th Ave MAX Station, Beaverton, OR ,97003.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10185,At-Grade Fixed Guideway Station,Millikan Way MAX Station,Millikan Way MAX Station,Beaverton,OR,97005,45.495332,-122.821553,"4,945",0,1998,"Millikan Way MAX Station, Beaverton, OR ,97005.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10188,At-Grade Fixed Guideway Station,Milwaukie/Main St MAX Station,Milwaukie/Main St MAX Station,Milwaukie,OR,97222,45.441374,-122.639866,"3,075",0,2015,"Milwaukie/Main St MAX Station, Milwaukie, OR ,97222.0",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10190,At-Grade Fixed Guideway Station,Mt Hood Ave MAX Station,Mt Hood Ave MAX Station,Portland,OR,97220,45.577242,-122.567115,"6,300",0,2001,"Mt Hood Ave MAX Station, Portland, OR ,97220.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10191,At-Grade Fixed Guideway Station,NE 60th Ave MAX Station,NE 60th Ave MAX Station,Portland,OR,97213,45.528726,-122.602839,"4,224",0,1986,"NE 60th Ave MAX Station, Portland, OR ,97213.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10192,At-Grade Fixed Guideway Station,NE 82nd Ave MAX Station,NE 82nd Ave MAX Station,Portland,OR,97220,45.533429,-122.578353,"4,500",0,1986,"NE 82nd Ave MAX Station, Portland, OR ,97220.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10196,At-Grade Fixed Guideway Station,OMSI/SE Water MAX Station,OMSI/SE Water MAX Station,Portland,OR,97214,45.506619,-122.663001,"7,800",0,2015,"OMSI/SE Water MAX Station, Portland, OR ,97214.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10198,At-Grade Fixed Guideway Station,Orenco/NW 231st Ave MAX Station,Orenco/NW 231st Ave MAX Station,Hillsboro,OR,97124,45.530293,-122.915872,"4,200",0,1998,"Orenco/NW 231st Ave MAX Station, Hillsboro, OR ,97124.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10200,Elevated Fixed Guideway Station,Parkrose/Sumner TC MAX Station,Parkrose/Sumner TC MAX Station,Portland,OR,97220,45.559118,-122.565527,"5,250",0,2001,"Parkrose/Sumner TC MAX Station, Portland, OR ,97220.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10204,At-Grade Fixed Guideway Station,Portland Int'l Airport MAX Station,Portland Int'l Airport MAX Station,Portland,OR,97218,45.587544,-122.593087,"4,200",0,2001,"Portland Int'l Airport MAX Station, Portland, OR ,97218.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10208,Exclusive Platform Station,Providence Park MAX Station,Providence Park MAX Station,Portland,OR,97205,45.521358,-122.690013,"1,415",0,1998,"Providence Park MAX Station, Portland, OR ,97205.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10209,At-Grade Fixed Guideway Station,Quatama/NW 205th Ave MAX Station,Quatama/NW 205th Ave MAX Station,Hillsboro,OR,97006,45.523206,-122.888859,"4,000",0,1998,"Quatama/NW 205th Ave MAX Station, Hillsboro, OR ,97006.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10214,At-Grade Fixed Guideway Station,SE Bybee Blvd MAX Station,SE Bybee Blvd MAX Station,Portland,OR,97202,45.474776,-122.639995,"4,624",0,2015,"SE Bybee Blvd MAX Station, Portland, OR ,97202.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10215,At-Grade Fixed Guideway Station,SE Division St MAX Station,SE Division St MAX Station,Portland,OR,97266,45.503249,-122.566635,"3,150",0,2009,"SE Division St MAX Station, Portland, OR ,97266.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10216,At-Grade Fixed Guideway Station,SE Flavel St MAX Station,SE Flavel St MAX Station,Portland,OR,97266,45.467914,-122.566634,"3,830",0,2009,"SE Flavel St MAX Station, Portland, OR ,97266.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10217,At-Grade Fixed Guideway Station,SE Fuller Rd MAX Station,SE Fuller Rd MAX Station,Clackamas Co.,OR,97086,45.453503,-122.573652,"4,300",0,2009,"SE Fuller Rd MAX Station, Clackamas Co., OR ,97086.0",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10219,At-Grade Fixed Guideway Station,SE Holgate Blvd MAX Station,SE Holgate Blvd MAX Station,Portland,OR,97266,45.491224,-122.566263,"4,200",0,2009,"SE Holgate Blvd MAX Station, Portland, OR ,97266.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10221,At-Grade Fixed Guideway Station,SE Main St MAX Station,SE Main St MAX Station,Portland,OR,97216,45.514378,-122.56443,"4,675",0,2009,"SE Main St MAX Station, Portland, OR ,97216.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10223,At-Grade Fixed Guideway Station,SE Park Ave MAX Station,SE Park Ave MAX Station,Clackamas Co.,OR,97222,45.430726,-122.635059,"6,800",0,2015,"SE Park Ave MAX Station, Clackamas Co., OR ,97222.0",Clackamas County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10225,At-Grade Fixed Guideway Station,SE Powell Blvd MAX Station,SE Powell Blvd MAX Station,Portland,OR,97266,45.495871,-122.566188,"4,352",0,2009,"SE Powell Blvd MAX Station, Portland, OR ,97266.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10227,At-Grade Fixed Guideway Station,SE Tacoma/Johnson Creek MAX Station,SE Tacoma/Johnson Creek MAX Station,Portland,OR,97202,45.462749,-122.637561,"4,569",0,2015,"SE Tacoma/Johnson Creek MAX Station, Portland, OR ,97202.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10230,At-Grade Fixed Guideway Station,South Waterfront/SW Moody MAX Station,South Waterfront/SW Moody MAX Station,Portland,OR,97239,45.502676,-122.67168,"8,047",0,2015,"South Waterfront/SW Moody MAX Station, Portland, OR ,97239.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10231,At-Grade Fixed Guideway Station,Sunset TC MAX Station,Sunset TC MAX Station,Beaverton,OR,97225,45.510325,-122.781023,"9,600",0,1998,"Sunset TC MAX Station, Beaverton, OR ,97225.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10242,Underground Fixed Guideway Station,Washington Park MAX Station,Washington Park MAX Station,Portland,OR,97221,45.510647,-122.717365,"7,000",0,1998,"Washington Park MAX Station, Portland, OR ,97221.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,10243,At-Grade Fixed Guideway Station,Willow Creek/SW 185th Ave TC MAX Station,Willow Creek/SW 185th Ave TC MAX Station,Hillsboro,OR,97006,45.517266,-122.87023,"4,412",0,1998,"Willow Creek/SW 185th Ave TC MAX Station, Hillsboro, OR ,97006.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17037,Exclusive Platform Station,Albina/Mississippi MAX Station,2599 N Interstate Ave,Portland,OR,97227,45.5407537,-122.6772969,"2,205",0,2004,"2599 N Interstate Ave, Portland, OR ,97227.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17038,Exclusive Platform Station,City Hall/SW 5th & Jefferson MAX Station,SW 5th & Jefferson,Portland,OR,97204,45.5147783,-122.6797139,"1,760",0,2009,"SW 5th & Jefferson, Portland, OR ,97204.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17039,Exclusive Platform Station,Convention Center MAX Station,NE Holladay St/Martin Luther King Jr Blvd,Portland,OR,97232,45.5299825,-122.6616906,"7,520",0,1990,"NE Holladay St/Martin Luther King Jr Blvd, Portland, OR ,97232.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17040,Exclusive Platform Station,E 102nd Ave MAX Station,E Burnside & 102nd Ave,Portland,OR,97216,45.5227284,-122.5582919,"2,427",0,1986,"E Burnside & 102nd Ave, Portland, OR ,97216.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17041,Exclusive Platform Station,E 122nd Ave MAX Station,E Burnside & 122nd Ave,Portland,OR,97233,45.5224052,-122.5377732,"2,441",0,1986,"E Burnside & 122nd Ave, Portland, OR ,97233.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17042,Exclusive Platform Station,E 148th Ave MAX Station,E Burnside & 148th Ave,Portland,OR,97233,45.5223864,-122.5106559,"2,394",0,1986,"E Burnside & 148th Ave, Portland, OR ,97233.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17043,Exclusive Platform Station,E 162nd Ave MAX Station,E Burnside & 162nd Ave,Gresham,OR,97230,45.522092,-122.496465,"4,695",0,1986,"E Burnside & 162nd Ave, Gresham, OR ,97230.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17044,Exclusive Platform Station,E 172nd Ave MAX Station,E Burnside & 172nd Ave,Gresham,OR,97233,45.522004,-122.48615,"2,772",0,1986,"E Burnside & 172nd Ave, Gresham, OR ,97233.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17045,Exclusive Platform Station,E 181st Ave MAX Station,E Burnside & 181st Ave,Gresham,OR,97233,45.5219111,-122.4771194,"2,835",0,1986,"E Burnside & 181st Ave, Gresham, OR ,97233.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17046,Exclusive Platform Station,Galleria/SW 10th Ave MAX Station,SW Morrison St & 10th Ave,Portland,OR,97205,45.5200309,-122.6820812,"1,760",0,1986,"SW Morrison St & 10th Ave, Portland, OR ,97205.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17047,Exclusive Platform Station,Goose Hollow/SW Jefferson MAX Station,SW 18th Ave & Jefferson St,Portland,OR,97201,45.5180169,-122.6928874,"6,150",0,1998,"SW 18th Ave & Jefferson St, Portland, OR ,97201.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17048,Exclusive Platform Station,Hillsboro Central/SE 3rd Ave MAX Station,333 SE Washington St,Hillsboro,OR,97123,45.521653,-122.985462,"5,292",0,1998,"333 SE Washington St, Hillsboro, OR ,97123.0",Washington County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17049,Exclusive Platform Station,Interstate/Rose Quarter MAX Station,47 NE Holladay St,Portland,OR,97227,45.5306526,-122.6660055,"7,397",0,2004,"47 NE Holladay St, Portland, OR ,97227.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17050,Exclusive Platform Station,Kenton/N Denver Ave MAX Station,8399 N Interstate Ave,Portland,OR,97217,45.5835439,-122.6864037,"5,484",0,2004,"8399 N Interstate Ave, Portland, OR ,97217.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17052,Exclusive Platform Station,Library/SW 9th Ave MAX Station,SW Yamhill & 9th Ave,Portland,OR,97205,45.5190787,-122.6815186,"1,760",0,1986,"SW Yamhill & 9th Ave, Portland, OR ,97205.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17053,Exclusive Platform Station,Lincoln St/SW 3rd Ave MAX Station,229 SW Lincoln St,Portland,OR,97201,45.5079901,-122.6796647,"3,383",0,2015,"229 SW Lincoln St, Portland, OR ,97201.0",Multnomah County,3,20th Century Rail
8,Tri-County Metropolitan Transportation District of Oregon,Light Rail,17054,Exclusive Platform Station,Lloyd Center/NE 11th Ave MAX Station,NE Holladay St & 11th Ave,Portland,OR,97232,45.5299938,-122.6545729,"5,166",0,1986,"NE Holladay St & 11th Ave, Portland, OR ,97232.0",Multnomah County,3,20th Century Rail
