Facility ID,Latitude,Longitude,Building Count,Total Building Footprint,Building as % of Area,Footprint per building,Highway,Trunk Road,Primary Road,Secondary Road,Tertiary Road,Residential Road,Railway,Parking Lot,Residential Area,Commercial Area,Retail Area,Industrial Area,Railway Area,Cemetery,Woodland,Park,Recreation,Education,Health Care,Water,Beach
4688,39.9298036,-75.1685159,3326,"429,521",0.84,129,0,0,650.71,0,29526.77,106784.98,0,12239.9,0,24899.65,2874,0,0,0,0,1506.54,5535.25,0,0,0,0
4689,39.9243588,-75.1697091,2799,"406,999",0.8,145,0,0,679.89,0,30479.32,40421.17,0,22369.44,1240006.64,24899.65,17190.03,0,0,0,0,13480.7,1798.98,38270.37,33349.32,0,0
4647,39.9964906,-75.1133927,2707,"390,279",0.77,144,0,0,0,270.75,165.85,15985.61,0,14256.75,0,0,14018.88,0,0,0,0,43401.15,263.08,56219.21,0,0,0
2176,40.6842899,-73.831931,2662,"327,895",0.64,123,0,0,0,0,4183.33,35036.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,39.9168147,-75.1711282,2590,"308,494",0.61,119,0,0,1425.4,5051.38,397.3,45780.65,0,3188.35,1240006.64,0,0,0,0,0,0,128667.51,138743.55,5747.73,0,0,0
2177,40.6859188,-73.8257938,2402,"321,545",0.63,134,0,0,0,0,1353928.13,28476.44,0,1048.74,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,40.6926488,-73.859928,2100,"332,409",0.65,158,0,0,0,55817.68,0,80297.27,0,836.67,0,0,0,0,0,0,0,0,0,6834.59,0,0,0
2061,40.5974862,-73.978917,2042,"310,506",0.61,152,0,0,0,18.51,0,70281.21,0,1153.25,0,0,0,0,0,0,0,991.68,1685.06,31499.09,453.01,0,0
2232,40.6202587,-73.9417836,2028,"297,019",0.58,146,0,0,7152.5,2326.44,67777.3,100231.59,0,4575.2,220788.57,0,0,0,0,0,0,8327.96,0,0,5660.64,0,0
2058,40.6166447,-73.9841737,1983,"326,705",0.64,165,0,0,444.36,201.92,2703.96,31857.8,0,3122.41,0,0,0,0,0,0,0,0,8073.01,9007.17,0,0,0
2060,40.6040909,-73.9802252,1982,"339,257",0.67,171,0,0,0,0,7005.5,65228.11,0,714.3,0,0,0,0,0,0,0,84.16,0,0,0,0,0
2048,40.6133361,-74.0008633,1963,"342,464",0.67,174,0,0,0,395.2,16172.36,181285.03,0,11499.07,870692.99,0,0,0,0,0,0,284.18,23843.32,39458.91,0,0,0
4686,39.9440327,-75.1656434,1923,"416,511",0.82,217,0,0,292.85,905.7,116968.5,7170.77,0,69026.87,50023.26,0,0,0,0,0,0,0,2441.78,30000.84,0,11.21,0
4869,39.9462912,-75.23803,1908,"314,136",0.62,165,0,0,4361.08,0,36597.66,148396.84,294346.23,6718.87,0,0,31089.43,0,0,0,0,27227.74,3526.22,59710.77,0,0,0
2339,40.6450367,-73.9487141,1868,"324,194",0.64,174,0,0,0,103.87,0,7387.72,0,3987.38,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,40.7733656,-73.906788,1859,"314,650",0.62,169,0,0,0,0,744.55,50990.03,755008.94,12966.22,0,0,0,0,0,0,0,8135.62,2714.88,16073.29,0,0,0
2065,40.6951456,-73.8443046,1845,"312,720",0.61,169,0,0,0,213259.49,0,284017.9,0,4541.06,0,0,0,0,34751.75,0,0,0,0,5280.04,0,0,0
2092,40.7060497,-73.8964477,1842,"383,662",0.75,208,0,0,0,274.37,8.35,262999.24,0,2410.9,0,0,0,44901.84,33379.32,0,0,52900.25,9963.97,0,0,0,0
2059,40.61188,-73.9818711,1836,"346,187",0.68,189,0,0,1109.6,145.51,2576.9,60534.08,0,0,17030.15,0,0,0,0,0,0,459.87,0,0,0,0,0
4687,39.936189,-75.1671304,1806,"385,250",0.76,213,0,0,342.6,0,1356.12,218972.07,0,51394.63,0,0,36198.01,0,0,3549.38,0,31314.61,11581.92,41028.38,0,0,0
2432,40.7547322,-73.8651395,1793,"325,778",0.64,182,0,0,23.84,201.27,50168.48,60062.43,0,1289.69,0,0,0,0,0,0,0,0,0,10697.44,0,0,0
4648,39.9914837,-75.1226218,1793,"286,838",0.56,160,0,0,0,93680.16,208.61,28562.05,94344.03,7428.13,0,0,0,0,0,0,0,52163.12,7687.7,0,0,0,0
4651,39.978623,-75.133446,1784,"318,116",0.63,178,0,0,0,6740.48,65728.48,314582.88,0,24342.22,8380.11,0,0,0,0,0,0,50655.56,27744.95,94812.36,0,0,0
2229,40.6096878,-73.9857633,1763,"339,471",0.67,193,0,0,1119.85,133.8,2576.9,24244.22,0,0,17030.15,0,0,0,0,0,0,34478.25,8685.85,12279.02,0,0,0
2093,40.7055147,-73.9022931,1732,"374,663",0.74,216,0,0,0,0,5942.9,296678.14,0,0,0,0,0,0,0,0,0,0,17709.77,0,0,0,0
2066,40.693971,-73.8515467,1729,"285,504",0.56,165,0,0,3140.84,62379.86,0,380814.61,0,0,0,0,0,0,34751.75,0,0,0,512.53,5982.84,0,0,0
2057,40.620697,-73.990039,1706,"367,437",0.72,215,0,0,0,542.28,887.84,31728.59,0,329.6,156415.9,0,0,0,0,0,0,0,2542.65,3850.59,0,0,0
2175,40.6816389,-73.837776,1706,"295,467",0.58,173,0,0,186.73,0,4002.22,26952.41,0,4273.89,0,0,0,0,37156.73,0,0,8762.95,49026.3,25360.24,0,0,0
2173,40.679844,-73.851471,1705,"241,867",0.48,142,0,0,82.29,0,2130.1,42655.09,0,0,0,0,0,0,0,0,0,694.2,1427.52,6397.74,0,0,0
2222,40.6668935,-73.9815816,1702,"368,174",0.72,216,0,0,0,0,23431.68,30715.57,0,8440.45,0,0,0,0,0,0,0,0,0,5749.74,32298.02,0,0
2169,40.6716048,-73.880182,1695,"263,488",0.52,155,0,0,0,0,4798.12,946086.24,0,2948.88,0,0,0,0,0,0,0,0,5794.14,7649.61,0,0,0
2020,40.6297742,-74.0254856,1687,"362,180",0.71,215,0,0,166.54,0,32855.92,691429.48,0,3470.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,40.6196136,-73.9987765,1684,"297,153",0.58,176,0,0,0,391.39,0,193344.91,0,6717.32,563267.11,2919.5,0,0,0,0,0,6342.26,6766.68,23547.5,0,0,0
4650,39.9855694,-75.1319833,1676,"304,508",0.6,182,0,0,0,0,4807.13,234052.32,0,9292.86,0,0,0,0,0,0,0,50708.02,11075.42,54630.05,0,0,0
2246,40.7270959,-73.8705292,1672,"235,243",0.46,141,0,0,2400.81,0,0,257929.43,0,7899.3,0,0,0,0,65217.66,0,6026.66,0,0,0,0,0,0
2233,40.5959827,-73.9731597,1658,"299,242",0.59,180,0,0,0,404004.32,0,47732.48,0,5074.96,24827.78,0,0,0,0,11027.12,0,1119.52,9323.18,14769.32,0,0,0
2433,40.7456028,-73.8680829,1654,"321,751",0.63,195,0,0,0,44038,2808.12,94699.33,443.69,1401.5,0,0,0,0,0,0,0,0,2440.27,18915.48,0,0,0
2174,40.6814372,-73.8476431,1645,"276,032",0.54,168,0,0,6236.95,0,2131.64,108508.8,0,0,0,0,0,0,0,0,0,112.6,1427.52,24875.97,0,0,0
2052,40.5974833,-73.9870349,1623,"288,538",0.57,178,0,0,0,1461.12,178.58,18022.7,0,4538.45,0,0,0,0,0,0,0,31536.41,6525.35,81448.78,0,0,0
12229,41.943716,-87.663765,1618,"348,857",0.69,216,0,0,0,0,249.17,725.31,0,4596.58,2531955.33,1721.8,20010.12,0,0,0,0,6075.58,1091.65,0,0,0,0
2434,40.7484307,-73.8764791,1614,"385,765",0.76,239,0,0,0,644.27,0,41653.57,0,6386.87,17818.42,0,0,0,0,0,0,5876.32,582.85,7933.04,0,0,0
4649,39.988804,-75.127274,1614,"271,250",0.53,168,0,0,0,232.36,2775.4,103813.96,91415.62,47225.17,0,0,0,0,0,0,0,0,802.28,45742.88,86387.05,0,0
2017,40.6448819,-74.0138982,1611,"353,890",0.7,220,3333286.35,0,1.37,3515.73,144.19,4999.95,0,0,0,0,0,0,0,0,0,0,0,0,1442.76,0,0
2105,40.7144309,-73.9438539,1606,"353,094",0.69,220,0,0,3833.29,32740.95,0,276445.92,0,3182.48,202442.99,0,0,0,0,0,0,0,0,93084.94,0,0,0
2021,40.6217333,-74.0266126,1598,"364,815",0.72,228,205259.75,0,155.55,6052.42,41184.74,426385,0,3763.93,0,0,0,0,0,0,3642.68,283.77,0,14523.13,596.53,0,0
12051,41.9183144,-87.6527302,1595,"403,762",0.79,253,0,0,0,64.72,8333.03,673.19,0,20045.16,2002724.2,5714.72,54542.56,0,0,0,0,6374.57,1764.49,296451.79,0,0,0
2044,40.636258,-73.9947132,1572,"403,330",0.79,257,0,0,0,25.73,0,55677.1,0,6668.37,0,0,0,0,0,0,0,223.48,0,8408.92,58342.95,0,0
12057,41.9516595,-87.7767279,1571,"311,766",0.61,198,0,0,2.3,0,1476.73,9024.67,0,17707.73,4351999.92,0,95998.86,0,0,0,0,0,0,26367.69,0,0,0
4796,40.0259957,-75.0451115,1567,"264,392",0.52,169,0,0,0,0,3757.61,429246.47,0,0,0,0,0,0,0,0,0,103745.34,8186.48,0,0,0,0
2064,40.6973813,-73.8363225,1567,"289,045",0.57,184,0,0,679.79,206697.31,0,14135.31,0,1122.92,0,0,0,0,0,0,0,0,4697.11,5331.26,0,0,0
2333,40.6652398,-73.8899521,1565,"308,431",0.61,197,0,0,4956.14,0,3508.69,740781.92,0,402.36,0,0,0,0,0,7500.69,0,26240.13,3740.37,10367.41,0,0,0
2068,40.6913175,-73.8672014,1561,"249,625",0.49,160,0,0,0,57354.79,0,37767.06,0,2603.06,0,0,0,0,0,0,74019.25,0,11390.51,16907.98,0,0,0
2234,40.590453,-73.9711527,1558,"366,132",0.72,235,0,0,0,313.53,0,3166.29,0,16206.53,0,0,0,0,536071.1,0,0,16185.54,18518.55,13159.81,0,0,0
2172,40.6793295,-73.8590167,1552,"241,694",0.48,156,0,0,0,0,67027.75,61191.89,0,390.31,0,0,0,0,0,0,0,5836.5,0,0,0,0,0
2070,40.6834121,-73.8736643,1549,"301,826",0.59,195,0,20113.1,3231.65,17242.15,2502.98,19481.31,13680.41,14773.18,0,0,0,0,0,0,0,0,0,5883.26,0,0,0
2225,40.6440344,-73.9798929,1548,"315,617",0.62,204,0,0,172.08,8326.54,777.44,34055.78,0,3224.93,0,0,0,0,0,0,0,4235.54,1973.65,7302.85,821.41,0,0
4646,40.0004653,-75.1064029,1537,"323,630",0.64,211,0,0,0,0,477.74,14106.34,1808.68,35809.75,0,0,58827.15,52279.26,0,0,0,72946.38,44861.32,42888.31,0,0,0
2334,40.666363,-73.883636,1533,"254,979",0.5,166,0,0,0,0,348.92,411127.59,0,402.36,0,0,0,0,46186.21,7500.69,0,5981.69,0,0,0,0,0
6081,39.293246,-76.651067,1529,"232,092",0.46,152,4856.15,0,1939.29,461.49,3.06,4907.59,23168.57,31461.35,0,0,0,0,0,0,4146.65,0,2219.01,0,0,0,0
2043,40.6332646,-74.0052219,1527,"331,345",0.65,217,0,0,0,94.27,0,4733.97,563944.2,11800.58,133467.67,0,0,0,0,0,0,2152.47,2332.03,16001.77,0,0,0
2036,40.595483,-73.9549863,1514,"302,885",0.6,200,0,0,0,188.4,0,10316.05,0,3030.2,19957.73,11599.56,0,0,0,0,0,6906.94,1911.32,3935.19,0,0,0
2045,40.6315514,-73.9956328,1512,"384,056",0.76,254,0,0,0,158.28,0,48624.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,38.8842609,-76.996049,1498,"250,212",0.49,167,0,0,457.7,1403.28,4647.02,5781.21,0,16735.79,18011.69,0,6980.04,0,0,0,0,69802.1,0,0,0,0,0
4831,40.0114656,-75.1920135,1492,"260,708",0.51,175,42442.05,0,33.99,2787.75,54630.52,98901.52,3099.53,33502.2,164696.59,0,0,0,0,0,5603.3,9790.48,15215.41,964443.7,0,0,0
2071,40.6812771,-73.8800643,1492,"298,807",0.59,200,0,13705.75,2917.19,8901.99,106429.05,556821.3,256419.88,14773.18,0,0,0,0,0,0,0,18555.35,8291.71,5883.26,0,0,0
9468,37.40304,-122.00548,1491,"367,675",0.72,247,0,0,0,354.01,33358.11,314.78,0,727.77,2814610.07,0,9751.97,0,0,0,0,435.43,97.66,0,0,0,0
2219,40.6798312,-73.9949285,1491,"338,282",0.67,227,0,0,0,0,75722.6,41933.07,0,0,0,0,0,0,0,0,0,14297.97,10076.74,21074.69,0,0,0
2094,40.7027464,-73.9079184,1482,"407,616",0.8,275,0,0,840.72,17128.75,0,971242.17,0,8062.77,0,0,0,0,0,0,0,0,13505.32,0,0,0,0
12048,41.9471691,-87.6748283,1477,"333,354",0.66,226,0,0,0,693.99,13.18,10884.37,1175.16,10769.8,2042036.09,36889.12,0,31224.32,0,0,0,2346.32,1692.98,9581.14,0,0,0
2228,40.6256706,-73.9759124,1477,"309,991",0.61,210,0,0,2095.29,2432.36,1138.64,12985.45,4006.94,11106.47,120736.28,0,0,0,39477.02,0,0,0,21119.23,3434.98,0,0,0
2019,40.6324545,-74.0187785,1462,"278,862",0.55,191,320408.62,0,0,11795.63,52862.23,249807.39,0,0,0,0,0,0,0,0,4400.49,11730.98,14815.1,0,0,0,0
4678,39.987022,-75.156027,1458,"266,323",0.52,183,0,0,1162.75,0,3496.67,6168.82,0,25863.01,0,0,0,0,0,0,12624.76,15842.58,8877.41,1750132.68,0,0,0
2230,40.615126,-73.9743867,1458,"312,893",0.62,215,0,0,11889.72,403747.93,0,15874.15,0,17550.78,163720.75,0,0,0,0,0,0,46169.71,45166.84,17438.74,0,0,0
2438,40.7457078,-73.902904,1452,"348,782",0.69,240,0,0,0,11495.7,1522.22,67558.21,3773.07,7028.99,21026.84,0,0,0,34744.23,0,0,1318.56,0,2646.47,0,0,0
2239,40.7053331,-73.8103501,1444,"320,709",0.63,222,0,0,43.01,6728.96,0,40864.63,0,23575.14,0,0,0,0,0,0,0,0,0,16221.41,0,0,0
8767,38.8811005,-76.9851652,1443,"207,114",0.41,144,0,0,763.84,304.97,2848.44,31564.69,0,23913.19,37305.75,0,0,0,0,239684.8,0,42160.63,24002.7,26959.27,0,0,0
12088,41.8544874,-87.6765841,1441,"319,454",0.63,222,0,0,0,47.64,92.5,1781.16,0,11144.49,766484.28,32023.24,107394.69,0,0,0,0,134862.51,13581.84,45662.22,0,0,0
14728,40.7661397,-73.9197859,1440,"369,269",0.73,256,0,0,0,334.8,833.29,31408.74,0,1831.22,120022.65,0,781.68,0,0,0,0,5898.08,767.67,16076.51,0,0,0
2305,40.7335784,-74.0028728,1439,"419,674",0.83,292,0,0,0,6442.7,0,48900.42,0,587.9,0,0,0,0,0,0,0,91985.6,7171.98,435383.77,0,45.07,0
2077,40.6865872,-73.9163764,1439,"313,576",0.62,218,0,0,353.55,40.98,0,159172.67,0,13906.29,0,0,0,0,0,0,0,23487.03,6220.66,0,0,0,0
8836,38.936938,-77.0241737,1434,"256,910",0.51,179,0,887.95,1543.69,3371.71,11010.36,40906.46,0,16705.44,0,2697.17,3849.05,0,0,0,0,21765.47,22159.51,50513.02,0,0,0
2226,40.6364227,-73.9780288,1429,"341,979",0.67,239,0,0,0,9134.28,0,63247.47,0,4312.62,0,0,0,0,0,0,0,14269.78,1997.68,9992.76,0,0,0
2050,40.6046351,-73.9984382,1425,"326,989",0.64,229,0,0,0,719.82,3313.12,134963.71,0,0,193420.49,0,0,0,0,0,0,0,6123.1,7403.03,0,0,0
2016,40.6487718,-74.0098762,1424,"347,751",0.68,244,2477374.86,0,19.85,2341.31,212.1,4651.9,0,823.72,0,0,0,0,0,0,0,187061.6,0,16271.66,1442.76,0,0
2227,40.6296673,-73.9770029,1416,"334,924",0.66,237,0,0,0,2432.33,736.88,19471.28,4006.94,13474.26,68510.11,0,0,0,39477.02,0,0,5916.76,5658.81,12223.32,213.11,0,0
2018,40.6411475,-74.0178487,1415,"359,454",0.71,254,1002594.21,0,58.82,10744.27,6769.28,2453.62,0,852.88,0,0,0,0,0,0,0,1137.32,15039.45,23919.05,1379.65,0,0
2063,40.7005826,-73.8282267,1415,"313,423",0.62,222,0,0,2073.32,211277.03,1343001.28,24864.18,69584.35,4309.16,0,0,0,0,284327.68,0,0,0,0,9126.11,0,0,0
2076,40.6826224,-73.9102138,1404,"293,555",0.58,209,0,0,875.27,7230.65,0,54924.37,19188.52,1283.66,0,0,0,0,0,0,0,33633.14,9825.22,17549.45,0,0,0
6323,34.0188775,-118.317711,1403,"228,855",0.45,163,0,0,0,3425.03,2123.23,73320.96,0,0,4100759.7,0,0,0,68235.55,0,0,0,0,0,0,0,0
2069,40.6749343,-73.8713099,1396,"268,082",0.53,192,0,22615.14,0,0,1052.89,13869.36,0,0,187241.39,0,0,0,0,0,0,0,0,6387.87,0,0,0
6072,39.3039836,-76.6354975,1395,"212,489",0.42,152,0,0,1272.66,16076.73,39372.2,8247.45,34081.08,5842.98,0,0,0,0,6208.36,0,0,21007.59,12087.05,43844.29,0,0,0
2112,40.6961368,-73.9050291,1395,"440,222",0.87,316,0,0,0,16877.48,0,85503.99,0,0,0,0,0,0,0,0,0,0,1182.67,0,0,0,0
1236,40.7455901,-73.9033973,1394,"336,818",0.66,242,0,0,0,11495.3,1522.22,73179.56,3776.46,7028.99,0,0,0,0,34744.23,0,0,1318.56,0,2646.47,0,0,0
2032,40.6248494,-73.9643882,1393,"332,473",0.65,239,0,0,0,1.51,0,4285.09,0,2578.86,336315.49,16655.59,0,0,0,0,0,0,0,22607.69,0,0,0
2049,40.608083,-74.001968,1393,"317,939",0.63,228,0,0,0,411.08,16187.37,144647.19,0,20292.26,422717.05,0,0,0,0,0,0,2762.69,5476.53,0,0,0,0
2431,40.75173,-73.855334,1390,"249,937",0.49,180,142604.01,0,0,16085.18,0,41007.28,1847.77,27985.01,0,0,0,0,0,0,0,31875.15,2765.63,18952.77,0,0,0
2170,40.676033,-73.8720666,1390,"278,383",0.55,200,0,20892,0,0,2173.44,15468.36,0,0,187241.39,0,0,0,0,0,0,0,4962.97,6387.87,0,0,0
4773,39.9919097,-75.1539053,1389,"260,954",0.51,188,0,0,1066.92,60.07,1694.67,25307.36,18401.02,43300.31,33754.42,0,38912.5,36238.73,0,0,12624.76,32015.02,5375.33,8818.69,0,0,0
1152,40.6498751,-73.695804,1382,"183,272",0.36,133,0,0,80355.25,2226.56,50813.01,344137.33,0,0,8030746.24,0,4504.21,0,0,0,0,0,0,0,0,0,0
14724,40.7333364,-74.0046241,1361,"419,297",0.82,308,0,0,0,4492.95,0,47128.4,0,587.9,110641.38,0,0,0,0,0,0,20926.84,14615.7,3554.3,0,32.49,0
2218,40.6861088,-73.9906491,1360,"371,210",0.73,273,0,0,112.52,0.89,53606.71,6546.77,0,3823.56,93487.58,0,0,0,0,0,0,10638.24,12165.6,25001.74,467.1,0,0
2340,40.639969,-73.94841,1358,"314,855",0.62,232,0,0,0,3945.29,0,7027.11,0,0,0,0,0,0,0,0,0,20706.05,12697.33,8887.81,0,0,0
2072,40.6744976,-73.884441,1357,"286,173",0.56,211,0,0,498.58,0,5839.21,683978.33,242739.48,16691.06,0,0,0,0,0,0,0,32506.29,15296.61,0,0,0,0
2104,40.713928,-73.9501493,1356,"364,178",0.72,269,36161.41,0,567.5,7962.6,146.52,248585.6,0,1983.03,0,0,0,0,0,0,0,6135.17,7179.4,20611.81,0,0,0
2399,40.8978341,-73.8526919,1356,"273,319",0.54,202,0,0,0,5482.14,31669.42,65423.43,0,0,0,0,0,0,140523.83,0,0,0,0,0,0,0,0
2437,40.7462695,-73.8964925,1354,"313,537",0.62,232,69591.44,0,0,755.9,753.57,63395.11,5700.96,5730.83,21026.84,0,25451.64,0,41788.92,0,0,12978.7,547.26,0,0,0,0
2024,40.6771334,-73.9720973,1349,"341,892",0.67,253,0,0,5449.68,930.17,191.05,67137.86,0,6449.2,0,0,0,0,0,0,29405.47,19224.11,7106.47,2067.99,0,228.44,0
2111,40.6997229,-73.9116584,1346,"386,769",0.76,287,0,0,108.26,16894.28,0,646654.49,0,25516.75,0,0,2367.2,0,0,0,0,23912.99,12055.55,0,0,0,0
2110,40.6982387,-73.9252029,1337,"343,025",0.67,257,0,0,224,0,0,143682.95,0,9685.36,0,0,0,0,0,0,0,0,8669.91,0,0,0,0
1987,40.7623543,-73.926194,1335,"347,352",0.68,260,0,0,0,5652.11,3103.32,76787.61,0,7163.68,161580.21,2828.84,781.68,0,0,0,0,0,0,0,0,0,0
2165,40.6781908,-73.9122716,1334,"261,647",0.51,196,0,0,2166.59,8365.7,1.04,79875.86,2015.11,24575.55,0,0,0,0,0,0,0,20908.68,17708.46,23575.63,0,0,0
2221,40.6701431,-73.9893366,1333,"385,647",0.76,289,0,0,265.6,5.93,759.73,5961.39,0,17320.68,0,0,0,38655.99,0,0,0,3919.21,4737.38,7340.34,0,0,0
2097,40.6978289,-73.9273632,1328,"345,386",0.68,260,0,0,107.57,18.96,0,165516.52,0,23880.1,0,0,0,0,0,0,0,0,8080.78,0,0,0,0
2078,40.6889368,-73.927109,1325,"327,219",0.64,247,0,0,196.16,0,0,47224.56,0,5332.47,0,0,0,0,0,0,0,18996.34,971.46,16045.46,0,0,0
2025,40.6629745,-73.953305,1310,"360,403",0.71,275,0,0,0,251471.53,3538.82,95791.53,0,0,38979.2,0,0,0,0,0,0,2050.33,3301.58,5955.76,0,0,0
2336,40.6629745,-73.953305,1310,"360,403",0.71,275,0,0,0,251471.53,3538.82,95791.53,0,0,38979.2,0,0,0,0,0,0,2050.33,3301.58,5955.76,0,0,0
1985,40.7702614,-73.917688,1309,"293,287",0.58,224,79381.49,0,0,5162.13,1565.23,30182.02,0,17867.45,0,0,0,0,0,0,0,19315.16,5658.29,14327.81,0,0,0
12193,41.9436569,-87.6714153,1307,"336,524",0.66,257,0,0,0,256.85,3.37,4481.47,0,16643.37,2146336.94,0,0,0,0,0,0,2346.32,2511.32,9581.14,0,0,0
2231,40.6101927,-73.9604547,1306,"363,273",0.71,278,0,0,74.81,22.71,577.59,28275.96,0,6772.79,262952.29,0,0,0,0,0,0,312.11,4084.89,7190.16,975.23,0,0
2266,40.7247873,-73.9510538,1304,"357,454",0.7,274,0,0,822.59,0,7953.88,102127.69,0,8940.71,0,0,0,3742.24,0,0,0,5455.8,5565.65,20452.33,179.32,0,0
2034,40.6114038,-73.9516826,1303,"313,977",0.62,241,0,0,320.04,1227.75,4065.71,30871.87,0,3198.68,465699.96,0,0,0,0,0,0,1477.76,58368.86,64114.95,2211.53,0,0
1128,40.6946801,-73.8215395,1298,"228,927",0.45,176,0,0,36008.37,0,0,94493,351292.83,1143.93,0,0,0,0,284327.68,0,0,35497.89,13686.94,8794.04,0,0,0
2247,40.7369069,-73.8772642,1296,"318,058",0.63,245,0,0,2566.97,4113.27,3697.91,51842.44,0,8162.99,0,0,0,0,0,4210.37,0,71.55,0,0,0,0,0
2051,40.6019223,-73.9933102,1295,"338,253",0.67,261,0,0,327.46,554.66,2861.93,10601.51,0,0,65855.43,0,0,0,0,0,0,0,0,0,0,0,0
1142,40.6765005,-73.8912874,1294,"300,705",0.59,232,0,0,1009.96,0,105384.93,650792.66,242739.48,9461.85,20033.9,0,0,0,0,0,0,4529.06,0,0,0,0,0
2349,40.8313908,-73.8675309,1291,"311,468",0.61,241,438.69,0,0,3321.17,581.05,24765.03,0,0,0,0,0,0,0,0,0,21571.5,3994.28,0,0,0,0
14996,41.7429283,-87.7123355,1288,"211,271",0.42,164,0,0,0,1031.02,1.63,6191.17,2800631.55,2882.72,986459.87,0,48909.17,20281.79,0,0,0,0,0,18344.2,0,0,0
4642,40.023084,-75.077954,1286,"252,915",0.5,197,0,0,0,20615.98,0,381238.55,0,38785.64,0,0,0,140612.51,0,233670.04,0,22075.76,36808.69,0,26363.29,0,0
6313,34.0186985,-118.3079294,1283,"228,104",0.45,178,0,0,2323,516.07,840.98,7130.27,0,0,2334725.87,0,56190.48,0,79980.23,0,0,0,0,0,0,0,0
6314,34.0186985,-118.3079294,1283,"228,104",0.45,178,0,0,2323,516.07,840.98,7130.27,0,0,2334725.87,0,56190.48,0,79980.23,0,0,0,0,0,0,0,0
2265,40.7312746,-73.9546414,1283,"400,139",0.79,312,0,0,1121.47,109.92,7942.41,24059.81,0,12191.03,0,0,0,33246.94,0,0,0,6328.43,2019.33,0,0,0,0
12110,41.9654154,-87.7010395,1281,"272,240",0.54,213,0,0,0,269.74,8.04,22255.76,0,5905.79,2152021.17,0,146721.19,0,0,0,0,117245.73,2678.94,0,0,0,0
14968,41.7359201,-87.6582079,1281,"256,152",0.5,200,0,0,0,7.8,122.45,8933.46,0,19997.92,5759236.6,0,0,0,0,0,0,0,0,0,0,0,0
2327,40.6688837,-73.9324608,1272,"326,398",0.64,257,0,0,0,156.33,0,407980.98,0,0,302500.41,0,0,0,0,0,0,164106.45,956.59,7138.86,0,0,0
2031,40.6292018,-73.9619059,1272,"285,703",0.56,225,0,0,0,9.89,0,26142.7,2366.61,776.27,108630.38,0,0,0,0,0,0,0,0,4931.78,0,0,0
2095,40.6993206,-73.9122658,1270,"372,072",0.73,293,0,0,79.28,16.8,0,646742.42,0,25516.75,0,0,2367.2,0,0,0,0,23912.99,13125.14,3229.59,0,0,0
12242,41.9158641,-87.6869072,1268,"366,890",0.72,289,0,0,0,968.91,113.4,5269.05,0,23840.77,4290090.07,0,371845.52,0,0,0,0,9119.9,1886.01,22073.35,2947.63,0,0
18251,40.7663804,-74.1856472,1267,"277,557",0.55,219,0,0,235.23,0,18424.6,3558.64,0,1105.49,0,0,0,17082.76,0,0,0,29760.65,42677.2,68941.1,0,0,0
4798,40.0635817,-75.0786357,1267,"210,218",0.41,166,0,0,0,0,0,69427.22,9022.6,28138.17,10266.37,0,0,0,0,0,0,0,245.4,5554.37,0,0,0
2117,40.6697915,-73.8924047,1261,"267,475",0.53,212,0,0,5263.26,0,5079.99,737873.11,0,9745.22,20033.9,0,0,0,0,0,0,48784.72,18940.11,1567.14,0,0,0
2332,40.6647041,-73.8949452,1260,"308,950",0.61,245,0,0,5382.98,0,689.15,591769.56,0,11618.09,0,0,0,0,0,0,0,8844.88,4632.93,25915.53,0,0,0
1180,40.6737668,-73.7638008,1258,"178,295",0.35,142,0,0,0,343368.6,3507.83,297260.69,3133.45,15259.31,0,0,0,0,46648.06,0,140632.93,171795.33,1143.47,0,0,0,0
1986,40.7668562,-73.921323,1254,"364,472",0.72,291,0,0,0,334.8,1415.45,31370.1,0,10432.7,57903.28,0,781.68,0,0,0,0,5898.08,767.67,16076.51,5404.9,0,0
2162,40.6797973,-73.9408304,1252,"325,951",0.64,260,0,0,5425.2,473.18,44.7,13036.17,5440.6,16404.66,0,22566.92,0,0,45553.89,0,0,33675.3,20211.13,0,31372.69,0,0
8823,38.912804,-77.0226529,1247,"271,406",0.53,218,0,1531.07,1771.04,196.38,6719.23,8275.26,0,26390.11,0,0,0,0,0,0,0,50854.68,15441.7,74579.7,0,0,0
2271,40.6894625,-73.9534793,1247,"320,121",0.63,257,0,0,0,78957.53,916.69,5871.03,0,24419.21,54618.37,0,0,0,0,0,0,4159.32,6038.79,19230.98,748.23,0,0
2161,40.6803387,-73.9505413,1244,"367,157",0.72,295,0,0,6649.95,1440.12,0,19112.31,8694.89,846.51,0,22566.92,0,0,45553.89,0,0,0,14301.3,8814.81,0,0,0
2253,40.757314,-73.9201607,1242,"417,474",0.82,336,0,0,0,378.14,3078.68,39381.37,0,16554.92,31637.95,0,0,0,0,0,0,5084.76,1413.98,5970.69,734.78,0,0
2083,40.704876,-73.955704,1242,"346,246",0.68,279,6181.31,0,6152.15,12737.64,292.01,17797.69,0,1216.28,27632,0,0,0,0,0,0,6607.5,9349.44,17801.4,0,0,0
