Facility ID,Latitude,Longitude,Building Count,Total Building Footprint,Building as % of Area,Footprint per building,Highway,Trunk Road,Primary Road,Secondary Road,Tertiary Road,Residential Road,Railway,Parking Lot,Residential Area,Commercial Area,Retail Area,Industrial Area,Railway Area,Cemetery,Woodland,Park,Recreation,Education,Health Care,Water,Beach
16843,43.0415273,-87.9067512,217,"453,038",0.89,"2,088",0,0,1528.89,3743.76,7925.44,222.33,0,102214.64,177814.7,489166.37,127849.63,5497.72,0,0,0,25736.85,21611.87,2016.95,0,989.34,0
5374,37.7539608,-122.1971751,217,"99,059",0.19,456,0,21845.93,0,1052.24,0,28130.17,9014.75,453512.95,68613.77,647135.41,0,423381.8,0,0,0,35506.64,28835.46,0,0,74186.68,0
1189,40.7981514,-72.8662025,217,"85,055",0.17,392,0,6281.6,49.05,31.95,2546.24,487327.8,4393.8,64573.97,0,0,4300.17,0,0,0,89683.52,0,0,0,0,595.14,0
1824,40.5201055,-74.2293113,217,"52,055",0.1,240,0,0,0,391394.79,21716.68,36550.07,0,1099.16,41844.31,0,0,0,9224.66,0,1031995.9,0,0,116749.68,0,11891.11,0
7336,42.5929008,-71.2812147,217,"77,608",0.15,358,0,0,0,66190.65,0,139260.49,1439464.29,35908.12,0,0,0,29819.33,0,0,0,0,167449.37,0,0,143479.49,0
10464,47.6112248,-122.3376389,217,"732,703",1.44,"3,377",43105.35,0,257.82,2875.17,104.51,0,1057156.46,71318.46,138980.99,855737.61,70257.83,0,0,0,0,9430.2,240.94,0,0,0,0
12118,41.8771115,-87.6286314,216,"576,186",1,"2,668",0,0,0,3668.89,397.46,168.14,11386.23,86144.48,114134.92,553692.19,11157.95,0,0,0,0,2441483.48,0,89848.82,0,0,0
5622,33.807047,-118.1901605,216,"163,467",0.32,757,0,0,807.32,9.4,0,18194.68,0,182098.36,2082116.14,0,152268.31,0,0,0,0,93914.12,0,41967.7,307191.13,0,0
17549,45.534477,-122.66351,216,"296,579",0.58,"1,373",101474.69,0,4500.27,2433.88,5854.44,304.83,0,181520.28,109119.96,317189.61,107139.19,0,0,0,684.62,0,322.18,0,6749.45,0,0
18895,39.1011767,-84.5117687,215,"495,621",0.97,"2,305",528.47,0,63.06,89.28,1167.51,3471.1,0,449623.58,144984.56,384355.49,362435.34,0,0,0,0,62555.23,0,0,0,172.99,0
7513,40.2132101,-74.7572085,215,"143,709",0.28,668,30169.42,7394.48,4982.74,895.09,77802.29,40850.06,9257559.03,131027.74,31646.23,64925.16,0,12645.94,0,0,11641.21,15212.16,0,1120.47,0,0,0
9281,34.06256,-118.17064,215,"142,368",0.28,662,1717745.47,0,0,3958.44,13175.65,354097.69,682288.21,71512.94,16226.99,0,9751.61,0,0,0,0,304.44,15386.2,848428.95,0,0,0
7359,41.8978868,-71.3540486,215,"137,536",0.27,640,208916.14,0,31986.39,3990.06,131343.62,62664.92,5698.21,128284.09,0,110226.14,298245.38,0,0,0,0,0,0,0,0,0,0
6290,34.147628,-118.1478929,214,"296,544",0.58,"1,386",0,0,1564.66,183.94,1545.15,4323.06,0,101631.25,0,0,316659.88,0,0,0,0,40915.86,6067.19,3011.17,0,0,0
3945,18.3918744,-66.0755606,214,"145,389",0.29,679,18598.76,0,0,305693.66,0,340655.23,0,119071.96,34091.54,0,0,0,0,0,6131.92,0,1473.92,0,707433.33,0,0
8790,38.931831,-76.891105,214,"130,649",0.26,611,15091.22,0,0,103784.29,0,743925.88,1373771.69,82591.61,146558.96,0,0,0,0,0,288684.3,0,0,0,0,0,0
303,33.9382822,-84.3475655,214,"114,425",0.23,535,0,0,0,0,14902.99,321372.84,0,17942.09,572930.21,0,0,0,0,0,0,0,0,0,0,0,0
1191,40.8173114,-72.9993049,214,"84,383",0.17,394,0,0,465.11,0,1206.88,21698.63,3119889.6,8761.33,7873170.82,0,0,75291.31,0,0,230977.72,17863.25,0,0,0,0,0
916,41.5620567,-73.6008872,214,"71,982",0.14,336,0,0,0,0,379827.5,116735.05,37297.11,44266.58,0,0,0,0,0,114513.7,418522.48,0,0,0,0,0,0
9117,37.6962834,-121.4327056,214,"69,047",0.14,323,0,0,15644.22,0,7065.12,110452.97,93206,33254.06,5099150.44,50891.62,0,891877.77,230226.35,0,0,69142.55,308.9,0,0,0,0
7665,40.815106,-74.108305,214,"46,723",0.09,218,156003.33,20539.21,4424.16,0,50385.82,93352.33,0,0,0,0,0,0,0,284423.8,0,0,0,0,0,0,0
19393,40.815106,-74.108305,214,"46,723",0.09,218,156003.33,20539.21,4424.16,0,50385.82,93352.33,0,0,0,0,0,0,0,284423.8,0,0,0,0,0,0,0
6289,34.1419377,-118.1485688,213,"303,275",0.6,"1,424",0,0,2389.55,2474.62,574.72,346.81,0,55813.47,96097.4,6104.98,327955.72,0,0,0,0,55120.64,6579.85,0,0,0,0
5596,34.0621279,-118.291291,213,"283,799",0.56,"1,332",0,0,3336.49,0,1357.63,4290.14,0,48526.58,550103.76,470825.23,0,0,0,0,0,0,0,33279.39,0,0,0
9315,34.0936382,-117.7527901,213,"226,248",0.44,"1,062",0,0,8433.78,5547.08,0,50746.34,92510.46,19257.99,403298.02,0,0,487935.51,0,0,0,0,0,0,0,0,0
1204,40.873976,-73.537179,213,"73,940",0.15,347,0,0,17079.59,113516.2,677.66,68416.13,4862.96,53597.37,85090.55,0,38982.48,0,0,2949.23,167543.87,277523.68,81768.78,34670.85,0,68450.1,28764.41
6110,41.2745389,-72.8163448,213,"83,969",0.17,394,0,0,0,17505.87,99635.35,90695.31,143724.1,68955.06,0,0,0,0,0,0,0,78271.55,2684.69,0,0,1353.65,0
4684,39.953194,-75.163347,211,"524,250",1,"2,485",0,0,11225.44,1735.33,1514.74,528.15,20278.73,60474.79,0,75067.28,26563.17,0,0,0,0,46163.19,0,105016.59,30666.58,1933.15,0
12091,42.0478831,-87.6835836,211,"421,101",0.83,"1,996",0,0,0,13465.81,8112.19,300.12,2000.66,75301.17,2129482.85,160484.62,359302.97,0,0,0,0,2586.38,0,2016.31,1583.66,0,0
4141,37.4858126,-122.2317195,211,"274,625",0.54,"1,302",0,0,658.01,379.62,3150.89,27054.08,781,132604.56,100297.66,114202.59,527242.65,53008.39,0,0,0,9434.27,19388.46,230306.51,0,0,0
602,25.8457107,-80.2592057,211,"226,102",0.44,"1,072",0,0,708.21,0,45179.52,27426.65,161677.73,9022.99,0,0,0,0,651497.8,0,0,0,0,0,0,0,0
6676,25.8457107,-80.2592057,211,"226,102",0.44,"1,072",0,0,708.21,0,45179.52,27426.65,161677.73,9022.99,0,0,0,0,651497.8,0,0,0,0,0,0,0,0
17556,45.5193644,-122.6617837,211,"354,145",0.7,"1,678",87220.87,8553.27,15446.09,347.65,14619.97,0,3036621.11,111273.49,0,41553.84,53784.71,268473.01,0,0,3730.62,0,1989.94,0,0,0,0
5002,40.4417358,-80.0041119,210,"311,448",0.61,"1,483",55696.37,0,5789.41,1982.97,290.48,767.47,0,47478.39,0,1722093.41,0,0,0,0,2719.3,244676.61,0,56222.04,0,3681.43,0
9472,37.4077474,-121.9633754,210,"149,676",0.29,713,0,0,3638.47,29829.39,176.91,101603.46,976.14,39605.77,1968467.92,11136.54,0,283132.15,0,0,0,80394.95,17131.82,57532.38,0,0,0
4653,39.9605083,-75.1404125,210,"147,842",0.29,704,70726.99,1017.73,17356.51,0,1372.1,68026.84,0,85986.19,51987.39,79334.83,93947.82,0,0,0,0,4718.25,472.88,0,0,0,0
14838,41.8313011,-87.8018582,210,"83,139",0.16,396,0,0,9.93,0,0,157631.96,3000.33,21425.77,7170235.22,0,85831.66,0,0,0,0,47693.47,8736.88,0,0,0,0
7365,42.2721021,-71.4095733,210,"132,062",0.26,629,0,0,0,0,148554.19,36245.88,6569013.53,0,0,0,0,16812.72,0,0,0,0,0,0,0,0,0
6461,32.7111402,-117.1540848,209,"280,813",0.55,"1,344",0,0,0,5124.92,243.15,4631.46,0,70110.42,31675.48,0,0,0,0,0,0,6566.95,1345.73,2526.55,0,0,0
16518,41.476339,-81.768445,209,"279,792",0.55,"1,339",0,0,0,7801.75,6304.05,8885.92,3341483.28,28445.16,306994.72,99700.62,40366.5,2224634.48,0,0,0,123.38,0,16995.29,0,0,0
9654,35.1357942,-90.0588889,209,"245,585",0.48,"1,175",0,0,266419.17,32385.36,171.27,51533.63,3990.52,58320.45,0,0,0,0,0,0,0,144071.85,0,0,0,0,0
3251,33.4481762,-112.0564247,209,"134,184",0.26,642,0,0,2478.76,67.87,38.77,59072.61,0,14951.97,0,131956.33,0,1728008.1,0,0,0,0,5001.63,39542.2,0,0,0
1134,40.7925904,-73.1925906,209,"127,892",0.25,612,0,0,0,204.74,10853.43,110904.87,1022817.52,61067.65,13396884.19,0,0,335921.08,0,0,10317.44,138118.3,0,360492.27,0,0,0
12740,39.7369472,-105.080734,209,"123,299",0.24,590,0,0,3004.21,0,387.02,16573.06,0,64682.38,428973.48,184438.42,204300.49,0,0,0,0,0,46773.49,102164.67,0,0,0
9511,37.238821,-121.86987,209,"65,398",0.13,313,0,0,2984.42,0,0,71655.26,0,6397.8,1092016.57,6508,3999.17,0,0,0,0,401420.87,1163.12,0,0,1322.48,3292.15
2255,40.7491793,-73.9369792,209,"234,721",0.46,"1,123",0,48132.5,2204,14574.19,1344.13,68757.78,1992368.08,27737.34,7566.24,0,0,0,1398780.56,0,0,10195.3,0,0,0,0,0
7637,40.776638,-74.010987,208,"169,099",0.33,813,0,0,201835.66,0,20880.64,42600.1,0,40247.28,145682.11,0,0,0,0,0,216860.61,12741.62,3483.39,4727.11,0,0,0
12084,41.8850425,-87.716982,208,"114,050",0.22,548,0,0,0,118721.63,4044.61,20730.29,172.93,22590.47,1311849.65,0,0,5273256.57,0,0,0,1260973.55,2216.6,11231.03,0,1791.31,0
6769,42.1595496,-71.2357007,208,"51,360",0.1,247,0,0,0,174801.51,152347.38,93100.4,556349.58,5227.82,0,0,0,0,0,0,0,0,0,1477886.76,0,56970.68,0
17862,41.046798,-73.542791,208,"225,633",0.44,"1,085",14891.24,0,6179.56,15320.51,4776.58,51710.36,65266.95,46753.91,0,0,0,55145.52,0,6059.68,0,18247.95,0,0,0,0,0
10216,45.467835,-122.566652,208,"139,131",0.27,669,30094.68,0,0,1584.47,19713.39,127011.03,0,2958.91,1347317.08,0,32055.5,634617.77,0,0,554153.85,5368.1,0,0,0,0,0
3242,33.4800923,-112.072817,207,"238,805",0.47,"1,154",0,0,2244.22,130.69,78.5,27097.07,0,132634.68,1577409.29,435505.78,20075.21,0,0,0,0,0,0,0,177135.66,371.8,0
6359,34.2199609,-118.5973627,207,"201,606",0.4,974,0,0,26.74,304.58,11484.68,92387.42,0,57060.64,1677291.73,56678.26,0,36168.14,0,0,0,0,0,0,0,0,0
3201,33.4591345,-112.0738996,207,"168,985",0.33,816,28064.42,0,5906.43,0,1325.57,31799.52,0,111799,247667.77,212979.42,60468.57,0,0,0,0,209168.63,3286.65,4542.31,0,3316.18,0
14744,27.9645706,-82.4392576,207,"126,922",0.25,613,16797.46,0,958.8,13063.05,4290.58,4746.23,0,47637.86,453773.33,54696.51,20562.34,26741.25,0,0,0,10784.24,0,0,0,3962.81,0
10908,32.8228749,-96.8342064,207,"123,796",0.24,598,0,0,0,6153.63,0,19266.85,0,36239.19,492264.19,21581.42,37618.68,0,0,0,25273.27,74301.68,13123.29,132653.76,0,0,0
1125,40.8473619,-72.5780515,207,"47,672",0.09,230,0,0,203160.63,0,0,27136.67,0,0,0,0,0,0,0,0,358388.67,0,0,0,0,2992.74,0
2311,40.7073148,-74.0137428,207,"436,151",0.86,"2,107",1462052.99,1292.81,2609.44,2520.53,0,26137.61,0,18779.63,2728.55,0,0,0,0,0,0,249382.15,4477.14,0,0,5970.62,0
10442,47.5989589,-122.3298486,207,"463,061",0.91,"2,237",0,0,1679.78,4818.11,2500.81,2257.06,1069691.78,109812.13,0,574552.47,83042.26,0,0,0,0,19419.64,29101.19,0,0,112.34,0
2202,40.8299884,-73.9375451,207,"148,989",0.29,720,126383.76,0,2198.04,6975.55,109932.59,4008.44,587664.53,1516.41,153289.69,0,0,0,0,0,0,130652.38,8991.27,0,0,0,0
16348,41.8848333,-87.6241609,206,"439,015",0.86,"2,131",0,35515.04,0,12322.15,4412.14,113.15,15887.17,292779.72,47685.2,403373.6,65201.25,0,21121.93,0,0,2890411.76,12507.13,11146.37,0,2150.35,0
346,33.7177269,-84.4249644,206,"146,179",0.29,710,0,0,83285.1,4590.94,2380.65,84647.12,607676.8,21137.67,99803.44,1888767.06,0,1397199.43,0,0,0,91600.03,750.68,0,0,0,0
2006,40.7034435,-74.0124769,206,"312,915",0.62,"1,519",1462330.51,0,12954.18,1824.06,0,8938.25,0,25176.31,0,0,0,1947.28,0,0,0,182360.28,1238.92,0,0,1311.04,0
10451,47.602768,-122.3314095,206,"448,738",0.88,"2,178",103516.21,0,3829.72,10418.13,2317.36,2058,1058649.47,90258.83,0,532819.79,0,0,0,0,0,18080.53,266.68,0,0,112.34,0
8759,38.9027742,-77.0388771,205,"428,879",0.84,"2,092",0,55.02,905.91,849.31,1698.09,0,0,7481.13,0,12131.49,0,0,0,0,0,25886.84,0,0,0,475.52,0
18145,41.5037204,-81.6639466,205,"328,321",0.65,"1,602",16940.53,0,17115.27,6082.06,467.13,371.14,0,153057.34,123602.66,1810629.02,8681.49,916400.14,0,0,0,0,0,0,0,0,0
12625,35.2124311,-80.8588648,205,"225,291",0.44,"1,099",0,0,191420.1,19033.64,68929.79,129132.27,0,45588.28,3339838.97,148079.76,95303.84,157462.08,0,0,4297.09,8996.36,344.43,0,1490.34,0,0
12712,39.7382072,-104.8274834,205,"105,258",0.21,513,110973.84,0,1613.33,320.39,2347.8,39818.36,0,37500.01,5224858.6,0,27395.02,116097.92,0,0,0,0,1932.76,3434.98,220943.77,561.04,0
12735,39.7262467,-105.1995529,205,"104,847",0.21,511,47443.57,126875.66,0,118940.09,116541.77,32070.49,0,89823.58,565910.03,150653.84,0,0,14304.39,362844.57,0,0,0,0,0,0,0
17551,45.5336428,-122.6585627,205,"453,123",0.89,"2,210",0,0,4042.98,719.95,2120.61,3479.6,0,212900.79,485903.04,116043.98,353924.19,0,0,0,643.69,6176.62,504.96,0,537.94,39.69,0
2418,40.823733,-73.9357066,205,"202,533",0.4,988,56319.08,0,1904.17,4393.21,9781.85,1150.04,100155.13,37403.88,24212.97,0,0,0,19313.71,0,0,143257.79,19066.79,0,0,0,0
10151,45.5017729,-122.4184754,205,"176,877",0.35,863,0,15096.3,2231.07,27.46,4281.25,3881.93,0,79365.13,46989.59,58001.57,311022.97,120655.11,0,0,0,0,0,16339.31,0,0,0
6815,42.3402844,-71.1666091,205,"152,269",0.3,743,0,0,231740.25,0,0,356022.49,0,49695.91,0,0,0,0,9611.56,152051.07,65726.74,158957.22,6782.78,1502848.51,0,0,0
16844,43.0418974,-87.9049141,204,"419,728",0.83,"2,057",0,0,1391.19,2119.78,7997.62,195.35,0,138030.51,266904.51,455359.53,73119.33,0,0,0,439.63,25736.85,21611.87,2016.95,0,203.04,0
6064,39.223284,-76.7034851,204,"39,246",0.08,192,95184.05,0,86.94,0,29854.67,16559.1,3754081.92,8644.14,623908.31,0,0,219331.64,0,0,25040.85,0,0,0,0,0,0
14716,40.7351599,-74.170723,202,"402,595",0.79,"1,993",0,0,3326.23,0,1582.42,24892.09,0,172067.27,0,0,0,0,0,0,0,58887.52,0,0,0,0,0
20449,33.4214851,-111.9399223,202,"199,329",0.39,987,0,0,1358.32,874.35,256.82,18273.98,7477.18,42015.23,0,10580.16,103082.11,0,0,0,0,0,507.13,0,0,0,0
20454,33.4274007,-111.9430235,202,"144,825",0.28,717,0,0,195.48,25871.59,2921.45,16733.77,8283.58,54102.06,71796.05,0,44919.02,0,0,0,0,346437.93,7847.39,0,0,0,0
3323,33.567253,-112.101396,202,"100,841",0.2,499,0,0,2281.28,1393.8,37650.68,11320.86,0,61202.84,1631216.43,5725.89,25040.05,412.9,0,0,0,41711.67,183.65,0,0,0,0
8775,38.901481,-77.0419467,201,"433,191",0.85,"2,155",0,14.41,1969.25,722.29,3389.58,0,0,13520.86,0,12131.49,10991.18,0,0,0,0,15695.46,0,506612.69,0,0,0
17122,33.9769213,-117.3686824,201,"145,243",0.29,723,60248.11,0,2181.14,162.29,2896.19,382305.47,9228.75,111131.57,0,0,11479.32,10850.92,0,0,0,27714.48,0,17416.9,0,0,0
12631,35.1511217,-80.8764409,201,"106,517",0.21,530,0,0,0,5318.53,576679.52,1052654.25,963563.09,22309.88,621097.2,0,443074.12,0,0,0,720316.11,0,0,0,0,13326.41,0
18902,35.0857116,-106.6851153,201,"104,202",0.2,518,0,0,2607.8,659686.76,7395.91,81810.95,0,57329.1,1290033.69,63012.76,101806.37,9205.13,0,0,943884.34,94005.75,29554,0,0,0,0
17866,41.2711517,-72.9632017,201,"179,634",0.35,894,0,0,0,44847.17,34857.13,124025.98,1866825.18,49705.54,0,0,0,0,0,0,0,0,0,0,0,194807.33,0
7305,42.2193396,-70.9223454,201,"56,815",0.11,283,0,0,0,36380.75,580468.71,41792.94,139995.24,40575.77,28007.85,13155.57,0,0,0,0,0,358261.66,31990.61,23778.12,0,0,0
11295,33.0462816,-117.2929559,200,"105,302",0.21,527,0,0,3596.91,0,30571.37,43660.97,89866,66852.73,0,12381.57,54463.92,0,0,0,21839.68,57111.03,1420.43,0,0,0,0
17639,33.0462816,-117.2929559,200,"105,302",0.21,527,0,0,3596.91,0,30571.37,43660.97,89866,66852.73,0,12381.57,54463.92,0,0,0,21839.68,57111.03,1420.43,0,0,0,0
6682,26.1196373,-80.1700114,200,"66,645",0.13,333,124803.62,0,352.71,0,0,138073.98,65137.52,87710.03,0,0,0,0,0,0,0,0,0,0,0,284.02,0
6785,42.4621924,-71.4565138,200,"49,943",0.1,250,0,0,0,121764.86,551489.59,84876.01,895002.91,14621.15,12208.28,0,0,0,0,0,0,0,3541.39,0,0,57430.13,0
7318,42.1554562,-71.0282625,200,"82,680",0.16,413,0,0,0,601096.83,325613.23,53513.93,1544357.43,18533.21,0,0,0,0,0,0,0,0,0,0,0,50805.13,0
17519,45.5162846,-122.6852675,200,"380,345",0.75,"1,902",191067.94,0,63.12,548.72,1115.3,2198.85,0,87905.78,105831.18,62399.93,8124.79,0,0,0,0,85829.62,11020.65,102532.06,2378.66,56.88,0
4908,40.2596678,-75.2660181,199,"104,843",0.21,527,0,0,0,38100.31,241.8,204444.11,1833.9,73607.29,46791.28,2452.75,19827.24,0,0,0,0,0,3062.17,0,0,746.43,0
15065,41.8997951,-87.9408301,198,"257,438",0.51,"1,300",0,0,0,11359.35,1966.38,129710.53,609397.38,117166.64,3846566.03,45862.3,316632.11,0,0,0,0,187900.28,964.39,426032.6,0,125.68,0
6054,39.0880184,-77.148082,198,"235,483",0.46,"1,189",0,0,14064.51,4872.82,3653.45,46174.84,1320546.14,43471.04,1649559.26,334874.94,170112.97,4674.48,0,0,0,5027.99,0,0,0,0,0
10688,29.7336467,-95.383607,198,"98,663",0.19,498,27697.47,0,281.47,18406.56,146.55,13962.01,0,45591.66,0,0,10995.95,0,0,0,0,11114.99,382.13,0,0,191.79,0
17513,45.5300499,-122.6843991,198,"420,910",0.83,"2,126",251932.52,0,1.94,1072.96,2423.2,0,0,75467.28,161274.95,53137.78,10510.33,0,20558.15,0,0,48048.96,496.72,0,0,1013.49,0
2522,40.742493,-111.896674,197,"263,662",0.52,"1,338",0,0,0,2963.64,29323.69,13705.82,7884.51,235115.68,7206.26,65332.57,344421.26,0,0,0,0,22596.5,30974.33,0,0,10937.14,0
18557,37.948071,-122.512331,197,"130,008",0.26,660,285847.62,0,29108.9,0,0,272648.24,3126.41,147692.39,0,13723.77,115032.08,0,0,0,0,0,0,0,0,0,0
207,42.8874606,-78.8741146,197,"443,504",0.87,"2,251",0,1370.28,6506.58,77.92,1375.9,1971.71,0,222189.43,18375.43,82612.28,0,0,0,0,0,21703.62,0,0,0,1625.35,0
7044,42.3312583,-71.2397062,197,"101,011",0.2,513,0,0,0,8135.7,0,62407.38,0,50179.85,80973.3,0,0,0,0,0,22619.13,0,6566.46,0,170630.21,0,0
15012,42.0476509,-87.6842857,196,"403,570",0.79,"2,059",0,0,0,2053.1,7855.6,1519.22,2000.66,69632.91,3687170.46,198117.84,358197.54,0,0,0,0,15106.24,0,2016.31,1583.66,0,0
18308,31.7567166,-106.4898106,196,"281,740",0.55,"1,437",0,0,53106.94,866.55,4261.7,87223.92,39814.27,24999.27,0,20639.45,0,3973,294674.62,0,0,13913.89,13634.12,0,0,173.15,0
15011,42.0334462,-87.6791142,196,"215,787",0.42,"1,101",0,0,0,3798.2,1006.43,68869.48,319.08,26617.33,3467268.38,0,227138,0,0,0,1751.62,35055.94,3904.38,29988.99,0,0,0
17831,41.3442006,-73.0799207,196,"138,738",0.27,708,0,0,61310,25199.05,8967.1,372454.37,7312.98,33883.28,0,0,207144.38,0,0,0,0,0,6222.95,0,0,298069.85,0
7309,42.219729,-70.7882149,196,"54,979",0.11,281,0,0,0,276553.89,20800.04,32026.73,7022953.64,29674.72,37128.64,0,0,0,0,0,0,2954.49,3061.43,0,0,21922.63,0
6271,33.929653,-118.3772109,195,"337,549",0.66,"1,731",68596.28,0,2938.96,0,1139.06,1374.42,0,17654.3,0,804399.62,0,569395.9,11162.1,0,0,0,0,0,0,0,0
5597,34.0616116,-118.3009794,195,"310,692",0.61,"1,593",0,0,1343.38,20119.47,7106.71,4591.7,0,86608.41,1091833.62,452745.97,9283.14,0,0,0,0,2891.71,17106.72,137331.48,0,0,0
2512,40.5822587,-111.8861211,195,"257,811",0.51,"1,322",0,0,418.9,0,15258.86,44697.76,0,109397.32,0,0,148634.5,0,0,0,0,0,61800.09,144562.26,0,0,0
6293,34.1486027,-118.0805354,195,"187,884",0.37,964,41460.19,0,34.49,4134.19,43664.69,588.17,0,87453.96,617415.56,51511.49,807875,92.37,0,0,0,0,0,0,0,149.68,0
8218,38.458671,-121.4297591,195,"66,128",0.13,339,0,0,0,10070.18,114419.41,1313067.83,0,0,0,0,0,0,0,0,0,106879.87,39983.03,1437583.13,0,0,0
17559,45.5126724,-122.6619795,195,"421,930",0.83,"2,164",0,3941.64,7118.52,685.48,27236.55,0,3796005.74,166278.45,0,54480.06,85009.19,183763.35,23829.69,0,0,0,0,19759.78,0,0,0
17558,45.5150908,-122.6618078,195,"411,543",0.81,"2,110",42929.66,9280.75,22053.71,1033.13,13094.51,0,3036621.11,120732.02,0,37730.58,61461.09,128614.53,0,0,0,0,0,0,0,0,0
17561,45.5100974,-122.6607966,195,"344,752",0.68,"1,768",0,1705.55,5018.39,685.48,23700.82,0,3800587.13,100761.88,0,26893.89,59842.7,152664.84,23829.69,0,0,4247.58,69.59,19759.78,0,0,0
17087,45.5266457,-122.6755044,195,"337,168",0.66,"1,729",0,0,274.08,10220.27,3520.38,2709.39,58727.07,109765.43,163651.44,19446.02,22295.64,0,97472.88,0,0,199274.94,3185.7,6873.16,0,0,1141.04
4683,39.9569437,-75.1623528,194,"435,864",0.86,"2,247",44636.28,0,12846.05,1080.97,437.25,428.53,10632.15,139520.19,0,14909.52,0,2673.51,0,0,8823.27,24420.61,297.24,116241.23,35260.95,0,0
8774,38.9010351,-77.0321361,194,"408,934",0.8,"2,108",0,45.26,563.01,3793.19,1614.82,0,0,0,0,20445.11,0,0,0,0,0,53321.7,1368.48,0,0,516.31,0
8809,38.9843951,-77.0958437,194,"360,502",0.71,"1,858",0,0,11079.45,114.99,9310.65,52809.02,0,47904.78,2274028.3,130757.44,189329.51,0,0,0,0,25324.01,11855.66,70166.94,0,0,0
8821,39.0407319,-77.0514533,194,"227,725",0.45,"1,174",0,0,83030.68,0,94764.51,28658.15,0,146114.24,6648198.55,31531.96,628409.77,0,0,0,15000.73,4513.23,0,0,0,0,0
9288,34.0587401,-117.751047,194,"190,949",0.38,984,0,0,1909.46,0,339195.81,37394.4,3300.43,92534.97,0,0,165449.36,0,0,0,0,1501.24,0,128892.03,0,0,0
6283,34.0810382,-118.2202588,194,"155,504",0.31,802,254739.89,0,8058.38,112.14,467.09,4132.11,0,63122.48,48919.94,0,7406.72,129959.86,0,0,0,2498.54,0,0,0,83798.14,0
3316,33.415282,-111.8702925,194,"145,309",0.29,749,0,0,1416.68,291.02,10438.4,5194.93,0,106176.06,413293.57,257416.26,227734.39,0,0,0,0,0,569.61,425607.58,0,0,0
17539,45.52857,-122.68125,194,"427,753",0.84,"2,205",0,0,552.72,938,4361.62,0,46878.45,59585.34,192413.08,55560.36,27099.33,0,97472.88,0,0,44113.19,1974.72,6873.16,0,1013.49,0
17529,45.4992353,-122.6717976,194,"189,722",0.37,978,69873.87,2029.41,23311.82,1223,3119.18,14224.34,0,32238.04,81078.74,3816.93,0,96960,0,0,0,52001.63,71.57,4667.66,0,0,0
9512,37.33014,-121.8987449,193,"162,538",0.32,842,5658.8,0,5047.83,875.2,811.54,4521.16,12221.48,182590.62,112069.95,300807.6,8060.48,108383.73,81575.04,0,0,327632.84,2257.37,0,0,0,0
3806,28.6342377,-81.3615191,193,"109,971",0.22,570,0,0,70047.22,174.93,1334.85,64471.25,530667.54,10875.05,0,0,0,0,0,0,0,0,0,0,0,528345.77,0
9119,37.68456,-121.7677748,193,"109,036",0.21,565,0,0,3167.6,5787.31,6460.68,19177.47,618385.72,125440.07,73176.57,0,113460.23,0,0,0,0,12119.5,2014.51,160951.79,0,0,0
17498,39.373732,-76.7407989,193,"77,573",0.15,402,18136.65,0,0,64462.95,2769.56,229219.15,4149.62,42985.42,901782.71,0,0,98316.46,50174.95,0,306682.2,68534,2212.01,0,0,0,0
16845,43.04603,-87.9046952,192,"282,453",0.56,"1,471",0,0,0.4,604.4,7984.31,13550.42,0,114274.21,560742.31,79528.51,108546.12,10366.52,0,0,439.63,24857.97,38137,27856.92,0,0,0
7467,40.8834303,-74.5590027,192,"133,917",0.26,697,0,0,81821.71,10518.72,12.44,443468.83,4775470.54,33394.26,0,0,0,0,287915.03,36237.87,29455.11,20139.96,52792.74,0,0,0,0
6458,32.7330199,-117.1745798,192,"111,615",0.22,581,40318.92,0,1131.69,7511.86,1266.69,17857.79,1000543.04,90153.85,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,40.9361773,-73.0539901,192,"103,568",0.2,539,0,0,63904.85,0,257332.1,204322.3,298258.56,45699.82,1873020.5,0,0,355255.44,0,0,489897.96,0,0,0,200992.46,2860.1,0
12188,42.0578373,-87.6834801,192,"89,716",0.18,467,0,0,0,0,27707.11,1196.13,0,25275.66,1607835.7,0,18665.19,0,0,0,0,82024.58,5016.24,0,0,0,0
16134,39.8586598,-75.0092017,192,"84,246",0.17,439,0,0,2975.98,0,220809.69,27743.56,1681130.33,106215.5,596449.59,0,0,0,0,0,0,0,265.87,0,0,0,0
8213,38.5250563,-121.4800342,192,"75,682",0.15,394,0,0,0,4373.48,2178.01,172485.85,3459559.85,10422.2,5871556.16,0,0,0,0,0,0,0,0,0,0,0,0
6113,41.2807428,-72.5292921,192,"105,744",0.21,551,0,0,16268.35,72117.24,177200.09,59653.85,44859.86,49274.83,0,0,0,232706.45,0,0,341826.56,0,698.97,0,0,61350.21,0
1863,47.6132938,-122.3374851,192,"746,297",1.47,"3,887",0,0,2381.76,1710.93,1005.37,0,0,64632.36,156869.38,1113299.02,2103.4,0,0,0,0,11748.7,240.94,0,0,0,0
276,33.7539909,-84.391697,191,"362,435",0.71,"1,898",0,0,0,7181.31,17353.49,1056.48,11960.12,142040.52,0,81834.13,109104.5,0,0,0,1052.52,44459.35,679.66,410742.93,0,1766.12,0
